Name,Location,Study Program,Sector,Rating,city,region
Peshawar Model Degree Colleges Peshawar,"Warsak Road, Peshawar",FSCMedical FSCEngineering FA Computer Arts FA General Science FA Humanities ICS ComputerScience,Private,3,Peshawar,Khyber Pakhtunkhwa
College of Tourism and Hotel Management COTHM Faisalabad,"35 Y, Faizan  e  Madina Road, Madina Town, Opposite Mujahid Hospital, Sunsan Road, Faisalabad",Intermediate in Hotel Operations (PBTE) Intermediate in Culinary Arts (PBTE),Private,0,Faisalabad,Punjab
Govt Ambala Muslim College Sargodha,Kot Farid Sargodha ,FA FSCMedical FSCEngineering ICS ComputerScience ICom,Public,0.5,Sargodha,
Govt Gordon College Rawalpindi,Govt Post Graduate Gordon College Rawalpindi,I.Com FA ICS FSCMedical FSCEngineering,Public,3,Rawalpindi,Punjab
Punjab Group of Colleges Multan,Punjab Group of Colleges Multan,FA FSCEngineering FSCMedical FA General Science ICS ComputerScience ICom,Private,4,Multan,Punjab
Central Institute of Management Sciences CIMS,"23  A, L Block, Gulberg III, Near Model Town Metro Stop Lahore.",FSCEngineering ICS I.Come FA FSCMedical,Private,4,CIMS,
Superior Group of Colleges Okara,"Jawad Avenue, Okara",FA FSCEngineering FSCMedical ICS ComputerScience Icom FSC General Science,Private,4,Okara,
Chenab Group of Colleges (CGC) Islamabad,"F  8 Campus 34, Mazimuddin Road, F  8/4, Islamabad",FA Icom ICS ComputerScience FSCEngineering FSCMedical,Private,0,Islamabad,Islamabad Capital Territory
Vertex College of Science & Technology Islamabad,"Opp. Rural Development Centre, Simli Dam Road, Bhara Kahu Islamabad",FSCMedical FSC Operation Theatre Sciences FSCEngineering,Private,0,Islamabad,Islamabad Capital Territory
Govt Post Graduate College of Science Faisalabad,Govt Post Graduate College of Science Faisalabad,FA FSCMedical FSCEngineering ICS FA General Science ICom,Public,4,Faisalabad,Punjab
NICON Group of Colleges,"941, Main Road, I  10/1, Islamabad",FSC General Science FA,Private,0,Islamabad,
Superior Group of Colleges Rahim Yar Khan,"East Bank Sadiq Canal Darri Sanghi, Rahim Yar Khan",FSCEngineering FSCMedical ICS ICOM FA,Private,0,Khan,
Punjab Group of Colleges Okara,Punjab Group of Colleges Okara,FA ICS ComputerScience FSCMedical FSCEngineering ICom FA General Science,Private,5,Okara,
Superior Group of Colleges Arifwala,"Opposite PSO Pump, Sahiwal Road, Arifwala",FSCMedical ICS ComputerScience FA ICom FSCEngineering,Private,0,Arifwala,
Govt College of Technology for Woman Jain Mandir Lahore,2/B Litton Road Jain Mandir Lahore,DAE Computer Technology DAE Dress Designing & Dress Making DAE ElectronICS Technology DAE ComputerScience,Public,5,Lahore,Punjab
"Central Group of Colleges, Lahore","1  Rasheed Park, Ferozepur Road, Lahore",FSCMedical FSCEngineering ICom ICS FA,Private,2,Lahore,Punjab
Superior Group of Colleges Shahdara Lahore,"23  L, Gulberg III, Lahore, Punjab",FSCEngineering FSCMedical ICS ComputerScienceI FA Arts,Private,5,Lahore,Punjab
Superior Group of Colleges Bahawalpur,"7  A, Aziz Bhatti Road, Model Town A, Bahawalpur",FA FSCEngineering FSCMedical FA General Science ICS ICom,Private,4,Bahawalpur,Punjab
Allama Iqbal College Bahawalpur,DC Office Opposite Govt Punjab Printing  ss Bahawalpur,FA ICS ComputerScience FSCEngineering FSCMedical ICom,Public,5,Bahawalpur,Punjab
Govt College of Technology Printing & GraphICS Arts Lahore,Allama Iqbal Town Near Science College Wahdat Road Lahore,DAE Printing & Graphic Arts,Public,0,Lahore,Punjab
Govt Post Graduate College Khanewal,Khanewal,FA FSCEngineering FSCMedical ICS ComputerScience FA General Science,Public,5,Khanewal,
Muslim College City Campus Multan,"Peoples Colony, Multan",FA Icom FSCEngineering FSCMedical ICS FA General Science,Private,0,Multan,Punjab
Govt Degree College for Women Shalimar Town China Scheme Lahore,Shalimar Town China Scheme Lahore,Icom FA FSCEngineering FSCMedical ICS,Public,4,Lahore,Punjab
Apwa Youth College for Girls Lahore,"65  Jail Road, Lahore.",FA FSC   Engneering FSCMedical ICS ComputerScience ICom ICS PhysICS,Private,5,Lahore,Punjab
"Garrison Post Graduate College for Women, Lahore","Garrison Post Graduate College for Women, 52 Tuffail Road, Lahore Cantt",FA ICom ICS FSCMedical FSCEngineering FA General Science,Private,0,Lahore,Punjab
Punjab Group of Colleges Sahiwal,Pakpattan Road Sahiwal,FA FSCEngineering FSCMedical FA General Science ICS ComputerScience ICom,Private,4,Sahiwal,
Punjab Group of Colleges Gujar Khan,Near Al  Noor Hotel G.T Road Gujar Khan,FA ICS ComputerScience ICom FSCMedical FSCEngineering FA General Science,Private,4,Khan,
Govt Degree College for Women Murree Road Rawalpindi,MURREE ROAD RAWALPINDI ,FA ICS I.Com FSCMedical FSCEngineering,Public,0,Rawalpindi,Punjab
Punjab Group of Colleges Gujrat,Punjab Group of Colleges Gujrat,FA ICom FSCMedical FSCEngineering ICS ComputerScience FA General Science,Private,1.75,Gujrat,
Govt Post Graduate College Jhang,Govt Post Graduate College Jhang,FA FSCEngineering FSCMedical ICS ComputerScience FA General Science,Public,3,Jhang,
Superior Group of Colleges Kharian,"Main G.T. Road, Kharian",FSCEngineering FSCMedical ICS ICOM FA,Private,2,Kharian,
Army Public School Eme College Campus Rawalpindi,"Army Public School, EME College Campus, Peshawar Road, Rawalpindi",ICS FSCEngineering FSCMedical FA I.Com,Private,0,Rawalpindi,Punjab
The Peace Group Of Schools & Colleges Abbottabad,"Mansehra Road, Opposite Radio , Abbottabad",FSCMedical FSCEngineering ICS ComputerScience,Private,3,Abbottabad,Khyber Pakhtunkhwa
Grafton College Islamabad,"Grafton College No.6, Park Road, Chuck Shahzad, Islamabad, ",FA FSCEngineering FSCMedical ICS Icom DAE Civil Technology FA General Science DAE Electrical Technology DAE ElectronICS Technology,Private,0,Islamabad,Islamabad Capital Territory
Punjab Group of Colleges Chakwal,Bhoun Road Chakwal,FA FSCMedical FSCEngineering ICom ICS ComputerScience FA General Science,Private,3,Chakwal,
Kips Academy Model Town Campus Bahawalpur,"Adil Plaza, Ahmad Pur Road Opp. Circuit House.",FA FSCEngineering FSCMedical FA General Science ICS ICom,Private,0,Bahawalpur,Punjab
Haris Institute Peshawar,"Fakhr  e  Alam Road, Peshawar Cantt.",FSC OT Tech FSC Imaging Tech FSCMedical Lab Tech,Private,0,Peshawar,Khyber Pakhtunkhwa
Govt Degree College for Women Marghzar Colony Lahore,Govt Degree College for Women Marghzar Colony Lahore,FSCMedical FSCEngineering FA Arts FA General Science ICom ICS,Public,0,Lahore,Punjab
Askaria Colleges Girls Wing Rawalpindi,"117   Market Road, Rawalpindi Cantt",FA ICS I.Com FSCEngineering FSCMedical,Private,4,Rawalpindi,Punjab
Government Allama Iqbal College Sialkot,"Khadim Ali Road, Sialkot, ",FA FSCEngineering FSCMedical ICS ComputerScience,Public,4,Sialkot,
College of Tourism and Hotel Management COTHM Gujranwala,"25  D Satellite Town, Main Dastgir Road, Gujranwala",Intermediate in Hotel Operations (PBTE) Intermediate in Culinary Arts (PBTE),Private,0,Gujranwala,Punjab
Askaria College Rawalpindi Cantt,"Askaria College, 140  Saifullah Lodhi Road, Rawalpindi Cantt",FSCMedical FSCEngineering ICS FA ICom,Private,0,Cantt,
Scholars Group of Colleges Rawalpindi,"177  A Sarawar Road Sadar Rawalpindi, Rawalpindi",FA FSCEngineering FSCMedical ICS ICom,Private,0,Rawalpindi,Punjab
Brains Institute Peshawar,"Phase III Chowk, Jamruk Road, Peshawar",FSCMedical FSCEngineering FSC ComputerSciences FA DCom,Private,0,Peshawar,Khyber Pakhtunkhwa
Govt Islamia College of Commerce Lahore,"1  Ravi Block, Allama Iqbal Town",FA FSCEngineering FSCMedical ICS ICom,Public,0,Lahore,Punjab
The City College of Commerce Faisalabad,431  D People’s Colony,Icom FA ICS FSCMedical FSCEngineering,Private,0,Faisalabad,Punjab
Sir Adamjee Institute Intermediate College,"ST  11A, Block  2, Hussainabad, F. B. Area, Karachi  75900.",FSCMedical FSCEngineering ICom ICS,Private,0,Karachi,
Sharif College of Engineering and Technology SCET Lahore,"Adda Plot, Jati Umra, Off Raiwind Road, Lahore. ",FSCMedical FSCEngineering FA ICS ICom,Private,0,Lahore,Punjab
The National College VU Campus Multan,"858  D, Bosan Road, Multan.",FA Icom ICS ComputerScience FSCMedical  FSCEngineering FA General Science  DAE Civil Technology DAE Electrical Technology DAE ElectronICS Technology,Private,0,Multan,Punjab
Govt Degree College For Women Dubai Mahal Road Bahawalpur,Govt Degree College For Women Dubai Mahal Road Bahawalpur,FA FSCMedical FSCEngineering ICS ComputerScience FA General Science,Public,5,Bahawalpur,Punjab
Sir Syed Science College,"Tipu Road, Rawalpindi",FSCMedical FSCEngineering ICom ICS FA General Science FA,Private,5,Rawalpindi,
Punjab Group of Colleges Attock,"Teen Meela Chowk, Rawalpindi Road Attock",FA ICS ComputerScience ICom FSCEngineering FSCMedical FA General Science,Private,0,Attock,
Govt Post Graduate College Samundri Faisalabad,Govt Post Graduate College Samundri Faisalabad,FA FSCEngineering FSCMedical FA General Science ICS ICom,Public,0,Faisalabad,Punjab
University College for Boys University of Peshawar,"Peshawar, Khyber Pakhtunkhwa",FSCMedical FSCEngineering FA ICS General Sciecne ICS,Public,5,Peshawar,Khyber Pakhtunkhwa
OPF Boys College Islamabad,"OPF Boys College, H  8/4 Islamabad",FSCMedical FSCEngineering FA A Level ICS ICom,Private,0,Islamabad,Islamabad Capital Territory
Govt Degree College for Women Shahdara Lahore,Govt Degree College for Women Shahdara Lahore,FA Icom ICS FSCEngineering FSCMedical,Public,0,Lahore,Punjab
Faran Institute of Technology FIT Gujrat,Deona Mandi G.T. Road Gujrat,DAE in Civil DAE in Electrical DAE in ElectronICS DAE in Mechanical DAE in Solar Energy DAE in Safety Inspecter,Private,5,Gujrat,
Bahria College Naval Complex E  8 Islamabad,"Bahria College, Naval Complex, E  8, Islamabad",FSCEngineering FSCMedical ICS ComputerScience FSC General Science,Private,3,Islamabad,Islamabad Capital Territory
Leadership Colleges Network Sialkot,"Ali Building, Khadim Ali Road, Sialkot",FA ICS ComputerScience Icom FSCEngineering FSCMedical,Private,0,Sialkot,
Lyallpur Law College Faisalabad,"670  A Peoples Colony No. 1 Canal Road, Faisalabad",FA FSCEngineering FSCMedical ICS ComputerScience ICom,Private,0,Faisalabad,Punjab
Govt Degree College No.1 Dera Ismail Khan,Govt Degree College No.1 Dera Ismail Khan,FA FSCEngineering FSCMedical,Public,0,Khan,
Superior Group of Colleges Mandi Bahaudin,"Satt Sira Chowk, Mandi Bahaudin",FSCEngineering FSCMedical ICS ComputerScience ICom FA,Private,5,Bahaudin,
Govt City Girls College Gulbahar Peshawar,Govt City Girls College Gulbahar Peshawar,FA FSCMedical FSCEngineering ICS ComputerScience,Public,0,Peshawar,Khyber Pakhtunkhwa
Fazaia Inter College Islamabad,"Fazaia Inter College, E  9, Islamabad",FSCEngineering FSCMedical ICS ComputerScience FA ICom,Private,0,Islamabad,Islamabad Capital Territory
Kips Academy Rahim Yar Khan,"Educational Avenue, Eastern Bank Sadiq Canal, Near Govt. Girls College Bridge, R.Y. Khan.",FSCEngineering FSCMedical ICS FA ICom,Private,4.75,Khan,
Pakistan Institute of Rehabilitation Sciences Islamabad,"Lehtrar Road, Frash Town, Phase  ll, Islamabad, ",FSCMedical,Private,0,Islamabad,Islamabad Capital Territory
Govt Degree College For Women Sargodha Road Faisalabad,"Govt Degree College For Women 122/JB, Sargodha Road Faisalabad",FA FA General Science ICS FSCMedical FSCEngineering ICom,Public,0,Faisalabad,Punjab
Farabi Degree College Peshawar,Peshawar,FSCMedical FSCEngineering ICS ComputerScience ACCA CIMA FCS ComputerScience FA,Public,0,Peshawar,Khyber Pakhtunkhwa
"Govt. Ap ntices Training Centre, Township, Lahore","College Road, Township, Lahore",DAE Heating Ventilation Air Conditioning DAE Welding,Public,0,Lahore,Punjab
Govt Post Graduate College Attock,Govt Post Graduate College Attock,ICS FA General Science FA FSCEngineering FSCMedical,Public,5,Attock,
College of Tourism and Hotel Management COTHM Bahawalpur,"18 / B1, Muhammad Hussain Road, Model Town A, Bahawalpur",Intermediate in Hotel Operations (PBTE) Intermediate in Culinary Arts (PBTE),Private,0,Bahawalpur,Punjab
Nishat Degree College Islamabad,"Near Ali Trust, Lehtrar Road, Khanna Pul Islamabad",Icom FSCEngineering ICS FSCMedical FA,Public,0,Islamabad,Islamabad Capital Territory
Govt Postgraduate College for Women Shadbagh Lahore,Government College for Women Shadbagh Lahore,FSCEngineering FSCMedical FSC General Science I.Com ICS FA,Public,2,Lahore,Punjab
Govt College of Science Multan,"Government College Of Science, Multan",FSCEngineering FSCMedical ICS ICOM FA,Public,4,Multan,Punjab
"Askaria Colleges, Boys Wing, Rawalpindi","Bank/Canning Road, Rawalpindi Cantt, ",FA ICS FSCEngineering FSCMedical I.Com,Private,4,Rawalpindi,Punjab
Scienta Vision College,"House No. 627, Main Sawan Road, G  10/2, Islamabad",FSCMedical FSCEngineering ICS,Private,5,Islamabad,
Tameer  e  Nau Public College Quetta,Gulistan Road Near Police Line Quetta,ICS FSC   Eng FSCMedical,Public,5,Quetta,Balochistan
Harvard College of Commerce and Sciences Rawalpindi,"Harvard College of Commerce and Sciences,House No. 41, Seham House (Seham Road) Main Peshawar Road,Rawalpindi",FA Icom ICS ComputerScience FSCMedical FSCEngineering,Private,4,Rawalpindi,Punjab
Govt Degree College for Women Mustafabad Lahore,Govt Degree College for Women Mustafabad Lahore,ICS Icom FA FSCEngineering FSCMedical,Public,0,Lahore,Punjab
"ICMC Group of Colleges, Rawalpindi","273/A  1, Abid Majeed Road, Near MH, Rawalpindi",FA Icom ICS ComputerScience FSCMedical FSCEngineering,Private,0,Rawalpindi,Punjab
Leadership Colleges Network Rawalpindi,"C  47, Satellite Town, Near Chandani Chowk, Rawalpindi",FA FSCEngineering ICS ComputerScience ICom FSCMedical,Private,5,Rawalpindi,Punjab
Islamabad Science School And College Islamabad,"Islamabad Science School And College, 24  26,Nazim un Din Road, F  8/1, Islamabad",FSCEngineering FSCMedical ICS ICom FA FA General Science,Private,0,Islamabad,Islamabad Capital Territory
Govt Kulliyat ul Banat Degree College for Women Lahore,Govt Kulliyat ul Banat Degree College for Women Lahore,FA FSCEngineering FSCMedical ICom ICS ,Public,0,Lahore,Punjab
"Stars Academy Head Office Iqbal Town, Lahore",30  Kashmir Block Allama Iqbal Town Lahore.,FSCMedical FSCEngineering ICS ComputerScience ICom FA FSC General Science,Private,5,Lahore,Punjab
Star Institute Cavalry Ground Campus Head Office Lahore,"Plaza No. 54, First Floor, Cavalry Ground, Lahore, Cantt.",FSC,Private,2,Lahore,Punjab
Madina Group of Colleges Faisalabad,"P  83, Millat Chowk, Sheikhupura Road, Faisalabad.",FA FSCEngineering FSCMedical FA General Science ICS ComputerScience ICom,Private,0,Faisalabad,Punjab
Superior Group of Colleges Gujrat,"GT Road, Gujrat, ",FSCEngineering FSCMedical ICS FA ICom,Private,3,Gujrat,
The Quaid  e  Azam Group of Schools & Colleges Swabi,"Jehangira Road, Panjpir Swabi",FSCMedical FSCEngineering ICS ICom,Private,0,Swabi,
Chenab Group of Colleges CGC Rawalpindi,"KRL Road, Khanna Pul, Near Islamabad Ex ssway, Rawalpindi",FA ICS I.Com FSCMedical FSCEngineering,Private,0,Rawalpindi,Punjab
Government College For Women Chandni Chowk Sargodha,CHANDNI CHOWK SARGODHA,FA FSCMedical FSC   Engeerning ICS ComputerScience,Public,0,Sargodha,
Government Bacha Khan Girls Degree College Peshawar,Government Bacha Khan Girls Degree College Peshawar,FA FSCEngineering FSCMedical ICom FA,Public,0,Peshawar,Khyber Pakhtunkhwa
Punjab Group of Colleges Hafizabad,55  Gulistan  e  Sultan Gujranwala Road Hafizabad,FA ICS ComputerScience FSCMedical FSCEngineering ICom FA General Science,Private,3,Hafizabad,
Govt Khawaja Rafique Shaheed College,"Walton Road, Lahore",FSCMedical FSCEngineering ICS ICom FA,Public,4,Lahore,
Govt College of Commerce Gujrat,Govt College of Commerce Gujrat,Dcom FA FSCEngineering FSCMedical ICS Icom DBA,Public,0,Gujrat,
Punjab Group of Colleges Wazirabad,G.T Road Bypass Wazirabad,FA ICS ComputerScience FSCMedical FSCEngineering ICom FA General Science,Private,1,Wazirabad,
Punjab Group of Colleges Rahim Yar Khan,"Khan Pur Road, Rahim Yar Khan",FA ICS ComputerScience FSCMedical FSCEngineering ICom FA General Science,Private,0,Khan,
Govt Post Graduate College Bhakkar,"Bhakkar  Darya Khan Rd, Mohalla Chah Chimni, Bhakkar, Punjab",FA FSCMedical FSCEngineering FA General Science ICS ComputerScience,Public,1.25,Bhakkar,
Forward Degree College,"Phase 2, H  3, Hayatabad Abad, Peshawar",FSCEngineering FSCMedical FSC ComputerScience FA,Private,5,Peshawar,
College of Tourism and Hotel Management COTHM Sheikhupura,"14  B Tufail Shaheed Road, Opposite Gulzar  e  Ayesha Park,Civil Lines, Sheikhupura",Intermediate in Hotel Operations (PBTE) Intermediate in Culinary Arts (PBTE),Private,0,Sheikhupura,
Concordia Colleges Gujranwala,"67/Ext   R Lohiawala Canal Bridge, Main G.T Road, Gujranwala",FA FSCEngineering FSCMedical FA General Science ICS ICom,Private,5,Gujranwala,Punjab
Pakistan Institute of Public Finance Accountants Islamabad,"SKANS School of Accountancy Firdous Plaza, F  8 Markaz",ICMAP CIMA ACCA ICS&MICSP CIP FA IIA,Private,0,Islamabad,Islamabad Capital Territory
Capital Degree College Peshawar,"Near Bank Alfalah, Arbab Road Stop, University Road Peshawar.",FSCMedical FSCEngineering DCom ICS ComputerScience,Private,0,Peshawar,Khyber Pakhtunkhwa
Superior Group of Colleges Bahawalnagar,"Near Shell Petrol Pump, Haroonabad Road, Bahawalnagar",FSCEngineering FSCMedical ICom ICS FA,Private,0,Bahawalnagar,
ANSI College of Engineering Technology & Sciences,Nowshera Road Mardan,FSCMedical FSCEngineering FA ICS ComputerScience ICom,Private,3,Mardan,
Divisional Model College Faisalabad,"Commissioner Office Road, New Civil Lines, Faislabad",FSCEngineering FSCMedical FA ICS ICom,Public,0,Faisalabad,Punjab
